FirsrName,LastName,EmailId,MobileNumber,CCGId,AddressLine1,AddressLine2,City,State,Country,ZipCode,UserType
FN451,LN451,FN1@Millionlights.org,9000000450,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100450,MillionLight
FN452,LN452,FN2@Millionlights.org,9000000451,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100451,MillionLight
FN453,LN453,FN1@Millionlights.org,9000000452,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100452,MillionLight
FN454,LN454,FN2@Millionlights.org,9000000453,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100453,MillionLight
FN455,LN455,FN1@Millionlights.org,9000000454,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100454,MillionLight
FN456,LN456,FN2@Millionlights.org,9000000455,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100455,MillionLight
FN457,LN457,FN1@Millionlights.org,9000000456,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100456,MillionLight
FN458,LN458,FN2@Millionlights.org,9000000457,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100457,MillionLight
FN459,LN459,FN1@Millionlights.org,9000000458,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100458,MillionLight
FN460,LN460,FN2@Millionlights.org,9000000459,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100459,MillionLight
FN461,LN461,FN1@Millionlights.org,9000000460,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100460,MillionLight
FN462,LN462,FN2@Millionlights.org,9000000461,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100461,MillionLight
FN463,LN463,FN1@Millionlights.org,9000000462,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100462,MillionLight
FN464,LN464,FN2@Millionlights.org,9000000463,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100463,MillionLight
FN465,LN465,FN1@Millionlights.org,9000000464,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100464,MillionLight
FN466,LN466,FN2@Millionlights.org,9000000465,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100465,MillionLight
FN467,LN467,FN1@Millionlights.org,9000000466,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100466,MillionLight
FN468,LN468,FN2@Millionlights.org,9000000467,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100467,MillionLight
FN469,LN469,FN1@Millionlights.org,9000000468,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100468,MillionLight
FN470,LN470,FN2@Millionlights.org,9000000469,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100469,MillionLight
FN471,LN471,FN1@Millionlights.org,9000000470,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100470,MillionLight
FN472,LN472,FN2@Millionlights.org,9000000471,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100471,MillionLight
FN473,LN473,FN1@Millionlights.org,9000000472,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100472,MillionLight
FN474,LN474,FN2@Millionlights.org,9000000473,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100473,MillionLight
FN475,LN475,FN1@Millionlights.org,9000000474,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100474,MillionLight
FN476,LN476,FN2@Millionlights.org,9000000475,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100475,MillionLight
FN477,LN477,FN1@Millionlights.org,9000000476,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100476,MillionLight
FN478,LN478,FN2@Millionlights.org,9000000477,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100477,MillionLight
FN479,LN479,FN1@Millionlights.org,9000000478,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100478,MillionLight
FN480,LN480,FN2@Millionlights.org,9000000479,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100479,MillionLight
FN481,LN481,FN1@Millionlights.org,9000000480,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100480,MillionLight
FN482,LN482,FN2@Millionlights.org,9000000481,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100481,MillionLight
FN483,LN483,FN1@Millionlights.org,9000000482,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100482,MillionLight
FN484,LN484,FN2@Millionlights.org,9000000483,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100483,MillionLight
FN485,LN485,FN1@Millionlights.org,9000000484,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100484,MillionLight
FN486,LN486,FN2@Millionlights.org,9000000485,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100485,MillionLight
FN487,LN487,FN1@Millionlights.org,9000000486,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100486,MillionLight
FN488,LN488,FN2@Millionlights.org,9000000487,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100487,MillionLight
FN489,LN489,FN1@Millionlights.org,9000000488,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100488,MillionLight
FN490,LN490,FN2@Millionlights.org,9000000489,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100489,MillionLight
FN491,LN491,FN1@Millionlights.org,9000000490,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100490,MillionLight
FN492,LN492,FN2@Millionlights.org,9000000491,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100491,MillionLight
FN493,LN493,FN1@Millionlights.org,9000000492,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100492,MillionLight
FN494,LN494,FN2@Millionlights.org,9000000493,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100493,MillionLight
FN495,LN495,FN1@Millionlights.org,9000000494,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100494,MillionLight
FN496,LN496,FN2@Millionlights.org,9000000495,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100495,MillionLight
FN497,LN497,FN1@Millionlights.org,9000000496,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100496,MillionLight
FN498,LN498,FN2@Millionlights.org,9000000497,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100497,MillionLight
FN499,LN499,FN1@Millionlights.org,9000000498,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100498,MillionLight
FN500,LN500,FN2@Millionlights.org,9000000499,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100499,MillionLight
FN501,LN501,FN1@Millionlights.org,9000000500,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100500,MillionLight
FN502,LN502,FN2@Millionlights.org,9000000501,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100501,MillionLight
FN503,LN503,FN1@Millionlights.org,9000000502,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100502,MillionLight
FN504,LN504,FN2@Millionlights.org,9000000503,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100503,MillionLight
FN505,LN505,FN1@Millionlights.org,9000000504,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100504,MillionLight
FN506,LN506,FN2@Millionlights.org,9000000505,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100505,MillionLight
FN507,LN507,FN1@Millionlights.org,9000000506,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100506,MillionLight
FN508,LN508,FN2@Millionlights.org,9000000507,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100507,MillionLight
FN509,LN509,FN1@Millionlights.org,9000000508,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100508,MillionLight
FN510,LN510,FN2@Millionlights.org,9000000509,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100509,MillionLight
FN511,LN511,FN1@Millionlights.org,9000000510,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100510,MillionLight
FN512,LN512,FN2@Millionlights.org,9000000511,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100511,MillionLight
FN513,LN513,FN1@Millionlights.org,9000000512,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100512,MillionLight
FN514,LN514,FN2@Millionlights.org,9000000513,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100513,MillionLight
FN515,LN515,FN1@Millionlights.org,9000000514,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100514,MillionLight
FN516,LN516,FN2@Millionlights.org,9000000515,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100515,MillionLight
FN517,LN517,FN1@Millionlights.org,9000000516,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100516,MillionLight
FN518,LN518,FN2@Millionlights.org,9000000517,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100517,MillionLight
FN519,LN519,FN1@Millionlights.org,9000000518,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100518,MillionLight
FN520,LN520,FN2@Millionlights.org,9000000519,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100519,MillionLight
FN521,LN521,FN1@Millionlights.org,9000000520,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100520,MillionLight
FN522,LN522,FN2@Millionlights.org,9000000521,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100521,MillionLight
FN523,LN523,FN1@Millionlights.org,9000000522,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100522,MillionLight
FN524,LN524,FN2@Millionlights.org,9000000523,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100523,MillionLight
FN525,LN525,FN1@Millionlights.org,9000000524,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100524,MillionLight
FN526,LN526,FN2@Millionlights.org,9000000525,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100525,MillionLight
FN527,LN527,FN1@Millionlights.org,9000000526,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100526,MillionLight
FN528,LN528,FN2@Millionlights.org,9000000527,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100527,MillionLight
FN529,LN529,FN1@Millionlights.org,9000000528,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100528,MillionLight
FN530,LN530,FN2@Millionlights.org,9000000529,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100529,MillionLight
FN531,LN531,FN1@Millionlights.org,9000000530,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100530,MillionLight
FN532,LN532,FN2@Millionlights.org,9000000531,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100531,MillionLight
FN533,LN533,FN1@Millionlights.org,9000000532,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100532,MillionLight
FN534,LN534,FN2@Millionlights.org,9000000533,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100533,MillionLight
FN535,LN535,FN1@Millionlights.org,9000000534,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100534,MillionLight
FN536,LN536,FN2@Millionlights.org,9000000535,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100535,MillionLight
FN537,LN537,FN1@Millionlights.org,9000000536,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100536,MillionLight
FN538,LN538,FN2@Millionlights.org,9000000537,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100537,MillionLight
FN539,LN539,FN1@Millionlights.org,9000000538,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100538,MillionLight
FN540,LN540,FN2@Millionlights.org,9000000539,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100539,MillionLight
FN541,LN541,FN1@Millionlights.org,9000000540,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100540,MillionLight
FN542,LN542,FN2@Millionlights.org,9000000541,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100541,MillionLight
FN543,LN543,FN1@Millionlights.org,9000000542,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100542,MillionLight
FN544,LN544,FN2@Millionlights.org,9000000543,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100543,MillionLight
FN545,LN545,FN1@Millionlights.org,9000000544,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100544,MillionLight
FN546,LN546,FN2@Millionlights.org,9000000545,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100545,MillionLight
FN547,LN547,FN1@Millionlights.org,9000000546,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100546,MillionLight
FN548,LN548,FN2@Millionlights.org,9000000547,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100547,MillionLight
FN549,LN549,FN1@Millionlights.org,9000000548,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100548,MillionLight
FN550,LN550,FN2@Millionlights.org,9000000549,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100549,MillionLight
FN551,LN551,FN1@Millionlights.org,9000000550,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100550,MillionLight
FN552,LN552,FN2@Millionlights.org,9000000551,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100551,MillionLight
FN553,LN553,FN1@Millionlights.org,9000000552,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100552,MillionLight
FN554,LN554,FN2@Millionlights.org,9000000553,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100553,MillionLight
FN555,LN555,FN1@Millionlights.org,9000000554,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100554,MillionLight
FN556,LN556,FN2@Millionlights.org,9000000555,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100555,MillionLight
FN557,LN557,FN1@Millionlights.org,9000000556,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100556,MillionLight
FN558,LN558,FN2@Millionlights.org,9000000557,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100557,MillionLight
FN559,LN559,FN1@Millionlights.org,9000000558,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100558,MillionLight
FN560,LN560,FN2@Millionlights.org,9000000559,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100559,MillionLight
FN561,LN561,FN1@Millionlights.org,9000000560,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100560,MillionLight
FN562,LN562,FN2@Millionlights.org,9000000561,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100561,MillionLight
FN563,LN563,FN1@Millionlights.org,9000000562,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100562,MillionLight
FN564,LN564,FN2@Millionlights.org,9000000563,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100563,MillionLight
FN565,LN565,FN1@Millionlights.org,9000000564,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100564,MillionLight
FN566,LN566,FN2@Millionlights.org,9000000565,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100565,MillionLight
FN567,LN567,FN1@Millionlights.org,9000000566,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100566,MillionLight
FN568,LN568,FN2@Millionlights.org,9000000567,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100567,MillionLight
FN569,LN569,FN1@Millionlights.org,9000000568,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100568,MillionLight
FN570,LN570,FN2@Millionlights.org,9000000569,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100569,MillionLight
FN571,LN571,FN1@Millionlights.org,9000000570,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100570,MillionLight
FN572,LN572,FN2@Millionlights.org,9000000571,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100571,MillionLight
FN573,LN573,FN1@Millionlights.org,9000000572,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100572,MillionLight
FN574,LN574,FN2@Millionlights.org,9000000573,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100573,MillionLight
FN575,LN575,FN1@Millionlights.org,9000000574,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100574,MillionLight
FN576,LN576,FN2@Millionlights.org,9000000575,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100575,MillionLight
FN577,LN577,FN1@Millionlights.org,9000000576,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100576,MillionLight
FN578,LN578,FN2@Millionlights.org,9000000577,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100577,MillionLight
FN579,LN579,FN1@Millionlights.org,9000000578,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100578,MillionLight
FN580,LN580,FN2@Millionlights.org,9000000579,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100579,MillionLight
FN581,LN581,FN1@Millionlights.org,9000000580,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100580,MillionLight
FN582,LN582,FN2@Millionlights.org,9000000581,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100581,MillionLight
FN583,LN583,FN1@Millionlights.org,9000000582,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100582,MillionLight
FN584,LN584,FN2@Millionlights.org,9000000583,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100583,MillionLight
FN585,LN585,FN1@Millionlights.org,9000000584,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100584,MillionLight
FN586,LN586,FN2@Millionlights.org,9000000585,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100585,MillionLight
FN587,LN587,FN1@Millionlights.org,9000000586,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100586,MillionLight
FN588,LN588,FN2@Millionlights.org,9000000587,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100587,MillionLight
FN589,LN589,FN1@Millionlights.org,9000000588,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100588,MillionLight
FN590,LN590,FN2@Millionlights.org,9000000589,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100589,MillionLight
FN591,LN591,FN1@Millionlights.org,9000000590,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100590,MillionLight
FN592,LN592,FN2@Millionlights.org,9000000591,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100591,MillionLight
FN593,LN593,FN1@Millionlights.org,9000000592,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100592,MillionLight
FN594,LN594,FN2@Millionlights.org,9000000593,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100593,MillionLight
FN595,LN595,FN1@Millionlights.org,9000000594,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100594,MillionLight
FN596,LN596,FN2@Millionlights.org,9000000595,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100595,MillionLight
FN597,LN597,FN1@Millionlights.org,9000000596,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100596,MillionLight
FN598,LN598,FN2@Millionlights.org,9000000597,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100597,MillionLight
FN599,LN599,FN1@Millionlights.org,9000000598,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100598,MillionLight
FN600,LN600,FN2@Millionlights.org,9000000599,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100599,MillionLight
FN601,LN601,FN1@Millionlights.org,9000000600,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100600,MillionLight
FN602,LN602,FN2@Millionlights.org,9000000601,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100601,MillionLight
FN603,LN603,FN1@Millionlights.org,9000000602,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100602,MillionLight
FN604,LN604,FN2@Millionlights.org,9000000603,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100603,MillionLight
FN605,LN605,FN1@Millionlights.org,9000000604,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100604,MillionLight
FN606,LN606,FN2@Millionlights.org,9000000605,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100605,MillionLight
FN607,LN607,FN1@Millionlights.org,9000000606,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100606,MillionLight
FN608,LN608,FN2@Millionlights.org,9000000607,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100607,MillionLight
FN609,LN609,FN1@Millionlights.org,9000000608,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100608,MillionLight
FN610,LN610,FN2@Millionlights.org,9000000609,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100609,MillionLight
FN611,LN611,FN1@Millionlights.org,9000000610,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100610,MillionLight
FN612,LN612,FN2@Millionlights.org,9000000611,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100611,MillionLight
FN613,LN613,FN1@Millionlights.org,9000000612,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100612,MillionLight
FN614,LN614,FN2@Millionlights.org,9000000613,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100613,MillionLight
FN615,LN615,FN1@Millionlights.org,9000000614,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100614,MillionLight
FN616,LN616,FN2@Millionlights.org,9000000615,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100615,MillionLight
FN617,LN617,FN1@Millionlights.org,9000000616,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100616,MillionLight
FN618,LN618,FN2@Millionlights.org,9000000617,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100617,MillionLight
FN619,LN619,FN1@Millionlights.org,9000000618,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100618,MillionLight
FN620,LN620,FN2@Millionlights.org,9000000619,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100619,MillionLight
FN621,LN621,FN1@Millionlights.org,9000000620,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100620,MillionLight
FN622,LN622,FN2@Millionlights.org,9000000621,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100621,MillionLight
FN623,LN623,FN1@Millionlights.org,9000000622,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100622,MillionLight
FN624,LN624,FN2@Millionlights.org,9000000623,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100623,MillionLight
FN625,LN625,FN1@Millionlights.org,9000000624,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100624,MillionLight
FN626,LN626,FN2@Millionlights.org,9000000625,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100625,MillionLight
FN627,LN627,FN1@Millionlights.org,9000000626,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100626,MillionLight
FN628,LN628,FN2@Millionlights.org,9000000627,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100627,MillionLight
FN629,LN629,FN1@Millionlights.org,9000000628,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100628,MillionLight
FN630,LN630,FN2@Millionlights.org,9000000629,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100629,MillionLight
FN631,LN631,FN1@Millionlights.org,9000000630,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100630,MillionLight
FN632,LN632,FN2@Millionlights.org,9000000631,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100631,MillionLight
FN633,LN633,FN1@Millionlights.org,9000000632,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100632,MillionLight
FN634,LN634,FN2@Millionlights.org,9000000633,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100633,MillionLight
FN635,LN635,FN1@Millionlights.org,9000000634,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100634,MillionLight
FN636,LN636,FN2@Millionlights.org,9000000635,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100635,MillionLight
FN637,LN637,FN1@Millionlights.org,9000000636,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100636,MillionLight
FN638,LN638,FN2@Millionlights.org,9000000637,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100637,MillionLight
FN639,LN639,FN1@Millionlights.org,9000000638,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100638,MillionLight
FN640,LN640,FN2@Millionlights.org,9000000639,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100639,MillionLight
FN641,LN641,FN1@Millionlights.org,9000000640,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100640,MillionLight
FN642,LN642,FN2@Millionlights.org,9000000641,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100641,MillionLight
FN643,LN643,FN1@Millionlights.org,9000000642,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100642,MillionLight
FN644,LN644,FN2@Millionlights.org,9000000643,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100643,MillionLight
FN645,LN645,FN1@Millionlights.org,9000000644,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100644,MillionLight
FN646,LN646,FN2@Millionlights.org,9000000645,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100645,MillionLight
FN647,LN647,FN1@Millionlights.org,9000000646,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100646,MillionLight
FN648,LN648,FN2@Millionlights.org,9000000647,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100647,MillionLight
FN649,LN649,FN1@Millionlights.org,9000000648,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100648,MillionLight
FN650,LN650,FN2@Millionlights.org,9000000649,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100649,MillionLight
FN651,LN651,FN1@Millionlights.org,9000000650,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100650,MillionLight
FN652,LN652,FN2@Millionlights.org,9000000651,,Kalyani Nagar,Viman Nagar,Aurgangabad,Maharashra,India,100651,MillionLight
